id,probability
1,0.0644579946238142
2,0.0280214343057726
3,0.0204724544503461
4,0.0617385852557134
5,0.0953980949510677
6,0.0499690456885717
7,0.0696738539115887
8,0.0290354387545319
9,0.0119711295143494
10,0.8614080820187
11,0.0263707108820337
12,0.0209948146776594
13,0.0166050651098421
14,0.0338631229749374
15,0.0748309681195816
16,0.0264450269620855
17,0.0572913147746302
18,0.0241319597912052
19,0.208382591296012
20,0.0769754878956161
21,0.0207345255994117
22,0.0159296645131896
23,0.0138556499236346
24,0.691748592310627
25,0.0547477699874669
26,0.0204183028325465
27,0.063324946015831
28,0.0151643929153487
29,0.0981900828382256
30,0.0291846615051509
31,0.074779988335618
32,0.0157044691940053
33,0.0183639320794243
34,0.0573203034239293
35,0.196516596056018
36,0.0268813382063062
37,0.0322487498735509
38,0.0194059275805563
39,0.0235497036862293
40,0.0723913282198667
41,0.272068003360927
42,0.286924795163129
43,0.0895724010398845
44,0.0179630747859215
45,0.0518206888775394
46,0.00919954213140907
47,0.00857124810562393
48,0.0210259677366945
49,0.0261057376440165
50,0.070660953241023
51,0.0205829319329961
52,0.0113903636845662
53,0.0225738129350993
54,0.0726367891507499
55,0.0297671673316913
56,0.155669194813367
57,0.0125193180207721
58,0.182515411124454
59,0.114532187064804
60,0.0595819804580455
61,0.00531093003544931
62,0.0176206128809554
63,0.0300782135794556
64,0.0159278334894991
65,0.0245533853779884
66,0.0215685242141648
67,0.021822358390012
68,0.0673438354515289
69,0.0164071226093829
70,0.769429421266702
71,0.0176505614423516
72,0.0787528098088123
73,0.0121152944194556
74,0.162978532986557
75,0.0224441601307163
76,0.051263240813049
77,0.0268120088953079
78,0.0347258116018689
79,0.0203613370996255
80,0.0296345796017104
81,0.0188973545233689
82,0.0176466886335364
83,0.0309761245049602
84,0.0111588175315138
85,0.0181974890343217
86,0.0217423393206081
87,0.101510814079934
88,0.0210529507404818
89,0.0298076859354015
90,0.0309780400146786
91,0.022160260117499
92,0.0228092578937192
93,0.0178335475828668
94,0.0191006466658592
95,0.0163582672526661
96,0.265713064551282
97,0.0206149007585055
98,0.0907125791509288
99,0.0186961688058929
100,0.0275118938273297
101,0.0616885385606997
102,0.0937340574454368
103,0.015631202532657
104,0.0809351059303997
105,0.0728508392197113
106,0.0283448871947684
107,0.556683361482688
108,0.0147103694747457
109,0.0184658977951465
110,0.0251218238097382
111,0.0194701131353
112,0.0331540502008792
113,0.0295970669345338
114,0.440671371081286
115,0.0828271069457937
116,0.0182536916782232
117,0.013171566911709
118,0.0857808097146051
119,0.0251310535255561
120,0.0186222775409536
121,0.0183004876085633
122,0.0599163822568224
123,0.0178442372016002
124,0.493005451636519
125,0.0203517631183321
126,0.028479448263729
127,0.0085761490260514
128,0.0246771367631455
129,0.0155782742153993
130,0.0369924827012038
131,0.0456142717657868
132,0.0918878177870062
133,0.0133856960025292
134,0.0479077284608822
135,0.061724867778675
136,0.014518382806791
137,0.174831158636072
138,0.0440836392935306
139,0.0167883787472012
140,0.025777484700033
141,0.0108102571255241
142,0.0188931618071261
143,0.00904379808865734
144,0.0238433068976936
145,0.262242784391695
146,0.0233498184450593
147,0.0115044932906175
148,0.0720679013023206
149,0.0150218160238074
150,0.0255845097729618
151,0.0120621037895412
152,0.0155912739449548
153,0.01285748184125
154,0.0164601117709363
155,0.0224071865295615
156,0.026032400930036
157,0.0541225984314839
158,0.0159118140511335
159,0.0730563467629788
160,0.0264329797609553
161,0.0138144832114097
162,0.0166283503848174
163,0.0202518270496215
164,0.0644385097485892
165,0.0178936334461976
166,0.016036415631116
167,0.64754562170917
168,0.0273815537452026
169,0.174316079507401
170,0.0180730012530549
171,0.0104922890337563
172,0.0196143447680682
173,0.0280626331129218
174,0.0897497710489856
175,0.0242284092454948
176,0.118554512841281
177,0.0215519669324589
178,0.0880295690187375
179,0.0168923478503637
180,0.017739317333568
181,0.0731259004823006
182,0.0179520687799379
183,0.0163570102191689
184,0.0178328410369455
185,0.0904040469194651
186,0.0112904730806727
187,0.0155850894628801
188,0.0167627610930071
189,0.054867208971569
190,0.0289574935082061
191,0.0165847413597784
192,0.0633550655082948
193,0.0178349356328347
194,0.0480944572159955
195,0.0195098346972935
196,0.024132777243653
197,0.0108092590061698
198,0.0210122056642263
199,0.0190850548287463
200,0.0129653585870418
201,0.0818741433840923
202,0.0130663147734796
203,0.231663633923377
204,0.0461937583121302
205,0.0190534713702984
206,0.0129038191178307
207,0.0301485091988692
208,0.0160690785500461
209,0.0893852828863427
210,0.00880659216292105
211,0.0847589996833868
212,0.0255011549991979
213,0.0184542435150724
214,0.0165322432394567
215,0.0237219769967205
216,0.0881134398521969
217,0.0129857698212931
218,0.152602277685546
219,0.0207367478103765
220,0.0111073267923516
221,0.0311924856926718
